data
-7.13325
-7.06387
-6.98604
-6.90098
-6.80994
-6.71417
-6.61486
-6.51307
-6.40971
-6.30548
-6.20095
-6.09649
-5.99232
-5.88848
-5.78481
-5.68094
-5.57635
-5.47041
-5.36253
-5.2522
-5.13914
-5.02337
-4.90522
-4.78537
-4.66474
-4.54445
-4.4257
-4.30964
-4.19723
-4.0892
-3.98597
-3.88767
-3.7942
-3.70528
-3.62053
-3.5396
-3.46221
-3.38819
-3.31759
-3.25066
-3.18795
-3.13028
-3.07884
-3.03511
-3.00091
-2.97822
-2.96907
-2.97534
-2.99856
-3.03981
-3.09965
-3.17813
-3.27483
-3.38886
-3.51892
-3.66336
-3.82018
-3.9871
-4.16157
-4.34079
-4.52178
-4.70143
-4.87666
-5.04451
-5.20224
-5.3475
-5.47834
-5.59338
-5.69175
-5.77311
-5.8376
-5.88575
-5.91843
-5.93682
-5.94232
-5.93656
-5.92126
-5.89815
-5.869
-5.83545
-5.79912
-5.76151
-5.72403
-5.68801
-5.65468
-5.62516
-5.60044
-5.58128
-5.56821
-5.56148
-5.56104
-5.56654
-5.57747
-5.59314
-5.61276
-5.63557
-5.66078
-5.6877
-5.7157
-5.74423
-5.77283
-5.80112
-5.82881
-5.85565
-5.88145
-5.90608
-5.92945
-5.95153
-5.97235
-5.992
-6.01061
-6.0284
-6.04565
-6.0627
-6.07995
-6.09785
-6.11688
-6.13753
-6.16026
-6.18545
-6.21339
-6.24423
-6.27803
-6.31477
-6.35442
-6.39694
-6.44239
-6.49085
-6.54248
-6.59747
-6.65601
-6.71823
-6.78414
-6.85349
-6.92575
-7.0
-7.07498
-7.14908
-7.22052
-7.28745
-7.34815
-7.40122
-7.44572
-7.48125
-7.50802
-7.52677
-7.53868
-7.54519
-7.54792
-7.54855
-7.54879
-7.55027
-7.55458
-7.56325
-7.57769
-7.59925
-7.62908
-7.6681
-7.71683
-7.77536
-7.84316
-7.91918
-8.00183
-8.08906
-8.17855
-8.2678
-8.35428
-8.43557
-8.50946
-8.57405
-8.62779
-8.66952
-8.69842
-8.71401
-8.71607
-8.70463
-8.67986
-8.64202
-8.59145
-8.52849
-8.45349
-8.36683
-8.26893
-8.16029
-8.04149
-7.91316
-7.77607
-7.63107
-7.4792
-7.32172
-7.16016
-6.99637
-6.83246
-6.67068
-6.51321
-6.36194
-6.21832
-6.08325
-5.95706
-5.83962
-5.73038
-5.62854
-5.53314
-5.44317
-5.35767
-5.2758
-5.19689
-5.12035
-5.04564
-4.97218
-4.8993
-4.82621
-4.75204
-4.6759
-4.59688
-4.51421
-4.42725
-4.33562
-4.23926
-4.13852
-4.03422
-3.92769
-3.82075
-3.7157
-3.61524
-3.5223
-3.43995
-3.37118
-3.31869
-3.28485
-3.27154
-3.28013
-3.31147
-3.36591
-3.44322
-3.54268
-3.66301
-3.80242
-3.95861
-4.12878
-4.30962
-4.49745
-4.68827
-4.87801
-5.06265
-5.23845
-5.40208
-5.55072
-5.68225
-5.7952
-5.88876
-5.96274
-6.01747
-6.05369
-6.07255
-6.07544
-6.06397
-6.0399
-6.00503
-5.96119
-5.91018
-5.85378
-5.79368
-5.73156
-5.66902
-5.6076
-5.54876
-5.49386
-5.4441
-5.40051
-5.36387
-5.33476
-5.31349
-5.30017
-5.29475
-5.29699
-5.30654
-5.3229
-5.3454
-5.37315
-5.40512
-5.44016
-5.47709
-5.51478
-5.5522
-5.58854
-5.62318
-5.65575
-5.68611
-5.7144
-5.74096
-5.76636
-5.79133
-5.81676
-5.84361
-5.87285
-5.90538
-5.94191
-5.98288
-6.02836
-6.07805
-6.13133
-6.18737
-6.24525
-6.30412
-6.36326
-6.42223
-6.48081
-6.53906
-6.59728
-6.65592
-6.7156
-6.77695
-6.84052
-6.9067
-6.97558
-7.04683
-7.1197
-7.19304
-7.26535
-7.33494
-7.40014
-7.45946
-7.51181
-7.55657
-7.5937
-7.62371
-7.64751
-7.66634
-7.68164
-7.69496
-7.70792
-7.72212
-7.73914
-7.76045
-7.78737
-7.82098
-7.86206
-7.91097
-7.96766
-8.03169
-8.10221
-8.17809
-8.25796
-8.3404
-8.42398
-8.50741
-8.5896
-8.66968
-8.74705
-8.82131
-8.89227
-8.95981
-9.0238
-9.08402
-9.14003
-9.19111
-9.23621
-9.27395
-9.30266
-9.3205
-9.32555
-9.31598
-9.29008
-9.24634
-9.18353
-9.1007
-8.99728
-8.8731
-8.72843
-8.56406
-8.3813
-8.18203
-7.96865
-7.74399
-7.51118
-7.27349
-7.03413
-6.79623
-6.56268
-6.33617
-6.11911
-5.91358
-5.72125
-5.54338
-5.38071
-5.23348
-5.10136
-4.98348
-4.87851
-4.78471
-4.70002
-4.62225
-4.54914
-4.47856
-4.40855
-4.33745
-4.26399
-4.18733
-4.10713
-4.02358
-3.93742
-3.84992
-3.7629
-3.6786
-3.59959
-3.52864
-3.46852
-3.42185
-3.39093
-3.3777
-3.3836
-3.40956
-3.45599
-3.52276
-3.60925
-3.71441
-3.83678
-3.97455
-4.12562
-4.2876
-4.45779
-4.63324
-4.8108
-4.98727
-5.15947
-5.32437
-5.47918
-5.62149
-5.74929
-5.86107
-5.95585
-6.03314
-6.09296
-6.13578
-6.16245
-6.17416
-6.17231
-6.15843
-6.13409
-6.10087
-6.06033
-6.01396
-5.96317
-5.90932
-5.85361
-5.79717
-5.74103
-5.68617
-5.63347
-5.58382
-5.53802
-5.49687
-5.4611
-5.43142
-5.4085
-5.39288
-5.38495
-5.38483
-5.39234
-5.40704
-5.42825
-5.45516
-5.48683
-5.52234
-5.56078
-5.60129
-5.64315
-5.6857
-5.72843
-5.77094
-5.81295
-5.85432
-5.89498
-5.93499
-5.97443
-6.01341
-6.05203
-6.09037
-6.12849
-6.16638
-6.20397
-6.24119
-6.27794
-6.31417
-6.34991
-6.38531
-6.42065
-6.45636
-6.49301
-6.53126
-6.57188
-6.61563
-6.6632
-6.71507
-6.77133
-6.8316
-6.89493
-6.95977
-7.02406
-7.08536
-7.14109
-7.1887
-7.226
-7.25133
-7.26378
-7.26322
-7.25033
-7.22651
-7.19378
-7.15464
-7.11198
-7.06895
-7.02883
-6.99487
-6.97006
-6.95698
-6.95751
-6.97276
-7.00291
-7.04721
-7.10403
-7.17098
-7.24505
-7.32283
-7.4007
-7.47501
-7.54234
-7.59957
-7.6441
-7.67391
-7.68767
-7.68473
-7.66516
-7.62967
-7.5795
-7.51636
-7.44225
-7.35928
-7.26958
-7.1751
-7.07762
-6.97866
-6.87955
-6.78139
-6.68505
-6.59124
-6.50045
-6.41307
-6.32931
-6.2493
-6.17305
-6.10056
-6.0318
-5.96671
-5.9051
-5.84659
-5.79056
-5.73612
-5.68216
-5.62742
-5.57057
-5.51032
-5.44548
-5.37507
-5.29839
-5.21508
-5.12518
-5.0291
-4.92762
-4.82182
-4.71297
-4.60249
-4.49181
-4.38237
-4.27548
-4.17241
-4.07428
-3.98216
-3.89699
-3.81965
-3.75091
-3.69147
-3.64196
-3.603
-3.57517
-3.55903
-3.55511
-3.56381
-3.5854
-3.61998
-3.66743
-3.72744
-3.79949
-3.88282
-3.97646
-4.07926
-4.1899
-4.30692
-4.42872
-4.55363
-4.67988
-4.80569
-4.92924
-5.04878
-5.16257
-5.26896
-5.36645
-5.45374
-5.52987
-5.59415
-5.64627
-5.68621
-5.71428
-5.73105
-5.73737
-5.73428
-5.72297
-5.70467
-5.68068
-5.65225
-5.62063
-5.58698
-5.55242
-5.51796
-5.48455
-5.45302
-5.4241
-5.39843
-5.37655
-5.35891
-5.34588
-5.33776
-5.33482
-5.33729
-5.34534
-5.35906
-5.37843
-5.40321
-5.43294
-5.46692
-5.5043
-5.54412
-5.58544
-5.62735
-5.66906
-5.70993
-5.7495
-5.7875
-5.82391
-5.85886
-5.8927
-5.92589
-5.95899
-5.99259
-6.02725
-6.06348
-6.1017
-6.14218
