Right foot rotation,Left foot rotation
-2.46117,-4.38148
-2.42909,-4.44041
-2.40703,-4.50069
-2.39474,-4.56258
-2.39194,-4.62642
-2.39842,-4.6926
-2.41406,-4.76147
-2.4388,-4.8333
-2.47267,-4.90813
-2.51571,-4.9857
-2.56801,-5.06538
-2.62963,-5.14609
-2.70062,-5.22646
-2.781,-5.30482
-2.87069,-5.37941
-2.96948,-5.44845
-3.07703,-5.51025
-3.1928,-5.5633
-3.31609,-5.6063
-3.44597,-5.6382
-3.58133,-5.65818
-3.72088,-5.66567
-3.86315,-5.66037
-4.00656,-5.64225
-4.1494,-5.61159
-4.28984,-5.56898
-4.42602,-5.51541
-4.55606,-5.45217
-4.67815,-5.38093
-4.7907,-5.30367
-4.89239,-5.22268
-4.98229,-5.14041
-5.05984,-5.0595
-5.12488,-4.98256
-5.17759,-4.91213
-5.21849,-4.85046
-5.24842,-4.79942
-5.26843,-4.7603
-5.27978,-4.7338
-5.28381,-4.71999
-5.28192,-4.71832
-5.27543,-4.7277
-5.26565,-4.74662
-5.25375,-4.77326
-5.24083,-4.80566
-5.22784,-4.84187
-5.21562,-4.88009
-5.20484,-4.91881
-5.19603,-4.95687
-5.18955,-4.99348
-5.1856,-5.02822
-5.1842,-5.06093
-5.18526,-5.09161
-5.18855,-5.12037
-5.19375,-5.14727
-5.20055,-5.17234
-5.20867,-5.1955
-5.21796,-5.2166
-5.22847,-5.23532
-5.24041,-5.2512
-5.25421,-5.26363
-5.27037,-5.27191
-5.28937,-5.27528
-5.31157,-5.273
-5.3371,-5.2644
-5.36586,-5.24888
-5.39754,-5.22593
-5.43169,-5.19508
-5.46773,-5.15591
-5.50505,-5.10806
-5.54299,-5.05122
-5.58091,-4.98526
-5.6182,-4.91015
-5.65435,-4.82611
-5.68894,-4.73356
-5.72168,-4.63318
-5.75244,-4.52589
-5.78122,-4.41283
-5.80817,-4.29537
-5.83358,-4.17501
-5.85787,-4.05328
-5.88154,-3.93166
-5.90517,-3.8114
-5.92934,-3.6935
-5.95455,-3.57862
-5.98116,-3.46714
-6.00941,-3.35918
-6.03935,-3.25475
-6.07094,-3.15379
-6.10405,-3.05635
-6.13859,-2.96266
-6.17456,-2.87326
-6.21207,-2.78899
-6.25136,-2.71104
-6.29284,-2.6409
-6.33703,-2.58025
-6.38456,-2.53084
-6.43607,-2.49431
-6.49214,-2.47199
-6.55319,-2.4648
-6.61934,-2.47312
-6.69028,-2.49672
-6.76523,-2.53482
-6.84287,-2.58613
-6.92136,-2.64899
-6.99851,-2.72148
-7.07185,-2.80159
-7.13883,-2.8874
-7.19704,-2.97711
-7.24433,-3.06915
-7.279,-3.16215
-7.29986,-3.255
-7.30621,-3.34678
-7.29781,-3.4368
-7.27475,-3.52458
-7.23736,-3.6098
-7.18612,-3.69219
-7.12161,-3.77146
-7.04454,-3.84719
-6.95576,-3.9188
-6.85635,-3.98557
-6.74763,-4.04661
-6.63131,-4.101
-6.5095,-4.14789
-6.38475,-4.18653
-6.25997,-4.21642
-6.13836,-4.23724
-6.0232,-4.24894
-5.91758,-4.25168
-5.82421,-4.24579
-5.74522,-4.23177
-5.68206,-4.21021
-5.63547,-4.18178
-5.60543,-4.14721
-5.59125,-4.10729
-5.59158,-4.06286
-5.60454,-4.01479
-5.6279,-3.96403
-5.65918,-3.91151
-5.69581,-3.8582
-5.73527,-3.80505
-5.77519,-3.75298
-5.81344,-3.70285
-5.84816,-3.65546
-5.87782,-3.61155
-5.9012,-3.57175
-5.91735,-3.53658
-5.9256,-3.50635
-5.92548,-3.48123
-5.91669,-3.46117
-5.89911,-3.44597
-5.87277,-3.43528
-5.83782,-3.42866
-5.79457,-3.42563
-5.74343,-3.42568
-5.68496,-3.42832
-5.61993,-3.43312
-5.54926,-3.43969
-5.47402,-3.44772
-5.39534,-3.45697
-5.3144,-3.46727
-5.23234,-3.47849
-5.15021,-3.49049
-5.06888,-3.50316
-4.98897,-3.51641
-4.91073,-3.53012
-4.8341,-3.54422
-4.75865,-3.55863
-4.68368,-3.57327
-4.60833,-3.58806
-4.53167,-3.60291
-4.45285,-3.61776
-4.37114,-3.63258
-4.28609,-3.64741
-4.19753,-3.66237
-4.10571,-3.67761
-4.01121,-3.69335
-3.91494,-3.70981
-3.81802,-3.72722
-3.72168,-3.74587
-3.62717,-3.7661
-3.53566,-3.78833
-3.44821,-3.81301
-3.36573,-3.84053
-3.28891,-3.87123
-3.2183,-3.90527
-3.15428,-3.94265
-3.09708,-3.98322
-3.04684,-4.02671
-3.00357,-4.07283
-2.96722,-4.12132
-2.93766,-4.17198
-2.91475,-4.22473
-2.8984,-4.27961
-2.88856,-4.3368
-2.88533,-4.39654
-2.88894,-4.45916
-2.89979,-4.52493
-2.91842,-4.59402
-2.94551,-4.66637
-2.98177,-4.74159
-3.02793,-4.81887
-3.08469,-4.89697
-3.15257,-4.9743
-3.2319,-5.04902
-3.32274,-5.11918
-3.42486,-5.18283
-3.53772,-5.23809
-3.66046,-5.28327
-3.79201,-5.3169
-3.93101,-5.3378
-4.07597,-5.34511
-4.2252,-5.33835
-4.37692,-5.3175
-4.52925,-5.28301
-4.68022,-5.23585
-4.82782,-5.17754
-4.96999,-5.11015
-5.1047,-5.03621
-5.23,-4.9587
-5.34412,-4.88084
-5.44556,-4.80603
-5.53315,-4.73759
-5.60611,-4.67859
-5.66404,-4.6316
-5.70688,-4.59855
-5.73492,-4.5806
-5.74874,-4.57806
-5.74921,-4.59047
-5.73743,-4.61663
-5.71468,-4.65476
-5.68238,-4.7027
-5.64203,-4.75804
-5.59522,-4.81831
-5.54357,-4.88109
-5.48875,-4.94417
-5.4324,-5.00561
-5.37615,-5.06387
-5.32156,-5.11783
-5.27009,-5.1668
-5.22305,-5.21044
-5.18162,-5.24873
-5.14677,-5.28185
-5.11925,-5.31006
-5.09963,-5.33372
-5.08823,-5.35312
-5.08521,-5.36845
-5.09057,-5.37974
-5.10416,-5.38682
-5.12572,-5.38931
-5.15484,-5.38671
-5.19093,-5.37849
-5.23321,-5.36415
-5.28071,-5.34326
-5.33232,-5.31552
-5.38682,-5.28072
-5.44299,-5.23872
-5.49958,-5.18944
-5.55545,-5.13295
-5.60955,-5.06944
-5.66099,-4.99937
-5.70905,-4.92344
-5.75322,-4.84261
-5.79322,-4.75808
-5.82897,-4.67121
-5.86064,-4.58339
-5.88857,-4.49594
-5.9133,-4.4099
-5.93549,-4.32603
-5.9559,-4.24467
-5.97532,-4.1658
-5.99446,-4.089
-6.01391,-4.01356
-6.03407,-3.9385
-6.05509,-3.86273
-6.07681,-3.7851
-6.09888,-3.70452
-6.12075,-3.62013
-6.14189,-3.53131
-6.16181,-3.43786
-6.18022,-3.33997
-6.19711,-3.23838
-6.2127,-3.13427
-6.22752,-3.02935
-6.24239,-2.92572
-6.25833,-2.82586
-6.27655,-2.73242
-6.29834,-2.64821
-6.32491,-2.57594
-6.3573,-2.51813
-6.39622,-2.47692
-6.44188,-2.45392
-6.49398,-2.45005
-6.55162,-2.46555
-6.61343,-2.49993
-6.67764,-2.55209
-6.74225,-2.62038
-6.80519,-2.70281
-6.86451,-2.79713
-6.91853,-2.90104
-6.96598,-3.01229
-7.00598,-3.12877
-7.03806,-3.24857
-7.06202,-3.36998
-7.07782,-3.4915
-7.08545,-3.61183
-7.08492,-3.72985
-7.07615,-3.84452
-7.05901,-3.95488
-7.03336,-4.05993
-6.99913,-4.15864
-6.95637,-4.24993
-6.90541,-4.33268
-6.84694,-4.40583
-6.78208,-4.46845
-6.71239,-4.51977
-6.63988,-4.55932
-6.56691,-4.58687
-6.49606,-4.60249
-6.42996,-4.60649
-6.37109,-4.59941
-6.3216,-4.582
-6.28312,-4.55511
-6.25668,-4.51976
-6.24266,-4.47701
-6.24075,-4.42805
-6.25009,-4.37406
-6.26932,-4.31627
-6.29674,-4.25591
-6.33046,-4.19417
-6.36845,-4.13218
-6.40871,-4.07101
-6.44927,-4.0116
-6.48823,-3.9548
-6.52381,-3.90134
-6.55433,-3.85183
-6.57818,-3.80669
-6.59388,-3.76616
-6.60005,-3.73027
-6.5955,-3.69889
-6.57925,-3.6717
-6.55069,-3.6483
-6.50949,-3.62817
-6.45572,-3.6108
-6.38975,-3.59563
-6.31232,-3.58217
-6.22448,-3.56994
-6.12752,-3.55853
-6.02291,-3.54756
-5.91218,-3.53674
-5.79684,-3.52579
-5.67834,-3.51451
-5.55796,-3.50274
-5.43673,-3.4904
-5.31537,-3.4775
-5.19422,-3.46417
-5.07327,-3.45071
-4.95224,-3.43761
-4.83064,-3.42551
-4.70797,-3.4152
-4.5838,-3.4076
-4.45793,-3.40366
-4.33048,-3.40433
-4.20195,-3.41046
-4.07324,-3.42271
-3.94562,-3.4415
-3.8206,-3.46697
-3.6998,-3.499
-3.58482,-3.53731
-3.47711,-3.58148
-3.37788,-3.63101
-3.28807,-3.68534
-3.20827,-3.74383
-3.13881,-3.80579
-3.0798,-3.87045
-3.03114,-3.93699
-2.99262,-4.00464
-2.96392,-4.07267
-2.94466,-4.14052
-2.93439,-4.20778
-2.93261,-4.27427
-2.93881,-4.33999
-2.95248,-4.40519
-2.97318,-4.47025
-3.00059,-4.5357
-3.03455,-4.60214
-3.07505,-4.67012
-3.12225,-4.74008
-3.1764,-4.81219
-3.23782,-4.88627
-3.30685,-4.96162
-3.38381,-5.0371
-3.46893,-5.11113
-3.56233,-5.18185
-3.66391,-5.24728
-3.7734,-5.30546
-3.89026,-5.35455
-4.01375,-5.39298
-4.14289,-5.41946
-4.27649,-5.43308
-4.4132,-5.43325
-4.5515,-5.41983
-4.68979,-5.3931
-4.82639,-5.35378
-4.95959,-5.30311
-5.08768,-5.24277
-5.20897,-5.17492
-5.32187,-5.10209
-5.42495,-5.02711
-5.51705,-4.95296
-5.5973,-4.88264
-5.6652,-4.81896
-5.72057,-4.76435
-5.76355,-4.72071
-5.79459,-4.68924
-5.81436,-4.67044
-5.82377,-4.6641
-5.82383,-4.66939
-5.81565,-4.68495
-5.80034,-4.709
-5.77898,-4.73955
-5.75262,-4.77446
-5.72224,-4.81157
-5.68878,-4.84883
-5.65314,-4.88439
-5.61616,-4.91666
-5.57863,-4.94447
-5.54131,-4.96705
-5.50494,-4.9841
-5.47021,-4.99571
-5.43783,-5.00228
-5.40839,-5.00441
-5.38244,-5.00281
-5.36041,-4.99818
-5.34264,-4.99115
-5.32942,-4.98223
-5.32098,-4.97173
-5.31759,-4.95979
-5.31946,-4.94636
-5.32677,-4.93129
-5.33957,-4.91431
-5.35776,-4.89509
-5.38107,-4.8732
-5.4091,-4.84816
-5.44131,-4.81941
-5.47708,-4.78635
-5.51575,-4.74833
-5.55659,-4.70472
-5.59889,-4.65492
-5.64192,-4.59838
-5.68503,-4.53465
-5.72759,-4.46338
-5.76909,-4.38439
-5.80909,-4.29769
-5.8473,-4.20351
-5.88353,-4.10235
-5.91775,-3.99499
-5.95001,-3.88256
-5.98045,-3.76646
-6.00928,-3.64833
-6.03676,-3.52994
-6.06316,-3.41309
-6.08877,-3.29949
-6.11388,-3.19075
-6.13876,-3.08824
-6.16359,-2.99315
-6.18851,-2.90643
-6.21353,-2.82883
-6.23856,-2.76087
-6.26349,-2.70292
-6.28822,-2.65522
-6.31279,-2.61792
-6.33738,-2.5911
-6.36241,-2.57478
-6.38849,-2.56884
-6.41641,-2.57305
-6.44703,-2.58698
-6.48127,-2.61003
-6.51993,-2.64137
-6.56361,-2.67999
-6.61259,-2.72475
-6.66668,-2.77443
-6.72522,-2.82786
-6.7871,-2.88402
-6.85078,-2.94207
-6.91447,-3.00142
-6.97626,-3.06176
-7.03426,-3.12306
-7.08677,-3.18553
-7.13234,-3.24957
-7.16987,-3.31565
-7.1985,-3.38422
-7.21762,-3.45564
-7.22667,-3.53003
-7.22513,-3.60724
-7.2124,-3.68675
-7.18779,-3.76766
-7.15055,-3.84873
-7.09993,-3.92837
-7.03526,-4.00482
-6.95605,-4.07626
-6.86215,-4.14096
-6.75381,-4.19744
-6.63181,-4.24453
-6.49747,-4.28142
-6.35272,-4.30765
-6.20004,-4.3231
-6.04244,-4.32793
-5.88334,-4.32254
-5.72643,-4.30757
-5.57544,-4.28378
-5.43395,-4.25208
-5.30513,-4.21349
-5.19161,-4.16911
-5.09533,-4.12009
-5.0175,-4.06763
-4.95857,-4.01294
-4.91828,-3.9572
-4.89571,-3.90157
-4.8894,-3.8471
-4.89746,-3.79478
-4.91766,-3.74552
-4.94754,-3.70011
-4.98449,-3.65919
-5.0258,-3.62326
-5.06876,-3.59261
-5.11072,-3.56735
-5.14919,-3.54741
-5.18195,-3.53255
-5.20713,-3.52241
-5.2233,-3.51651
-5.22942,-3.51425
-5.22495,-3.51499
-5.20976,-3.51805
-5.1842,-3.52273
-5.14895,-3.52837
-5.10497,-3.53436
-5.05337,-3.54017
-4.99534,-3.54538
-4.93204,-3.54969
-4.86459,-3.55294
-4.79393,-3.55506
-4.72074,-3.55613
-4.64544,-3.55634
-4.56814,-3.55597
-4.48871,-3.55538
-4.40685,-3.555
-4.32215,-3.55531
-4.23424,-3.55687
-4.14287,-3.56027
-4.04799,-3.56616
-3.94987,-3.5752
-3.84909,-3.58805
-3.74656,-3.60526
-3.64352,-3.62726
-3.54141,-3.65428
-3.44182,-3.68635
-3.34635,-3.72335
-3.25649,-3.76498
-3.17354,-3.81082
-3.09849,-3.86034
-3.03206,-3.91289
-2.97464,-3.9677
-2.92633,-4.02399
-2.88704,-4.08095
-2.85651,-4.13788
-2.83435,-4.19423
-2.82011,-4.24962
-2.81331,-4.3039
-2.81352,-4.35714
-2.82036,-4.40959
-2.8336,-4.46172
-2.85313,-4.51415
-2.87905,-4.56758
-2.91163,-4.62278
-2.9513,-4.68043
-2.99859,-4.74104
-3.05408,-4.80485
-3.11838,-4.87165
-3.19204,-4.94081
-3.27553,-5.01118
-3.36916,-5.08127
-3.47302,-5.14934
-3.58695,-5.21355
-3.71049,-5.27209
-3.84291,-5.32325
-3.98316,-5.36551
-4.12992,-5.39755
-4.28155,-5.41827
-4.43618,-5.42687
-4.59174,-5.42285
-4.74597,-5.4061
-4.89654,-5.37687
-5.04106,-5.33582
-5.17725,-5.28405
-5.30299,-5.22301
-5.41649,-5.15452
-5.5163,-5.08073
-5.60145,-5.00399
-5.67135,-4.92686
-5.72585,-4.85192
-5.76516,-4.78164
-5.78987,-4.71822
-5.80085,-4.66342
-5.79926,-4.61848
-5.7865,-4.58404
-5.7641,-4.56018
-5.73373,-4.54642
-5.69709,-4.5419
-5.65591,-4.54542
-5.61191,-4.55566
-5.56677,-4.57123
-5.52208,-4.59086
-5.47937,-4.61342
-5.44,-4.638
-5.40514,-4.66394
-5.37575,-4.69081
-5.35247,-4.71841
-5.33568,-4.74671
-5.32541,-4.77575
-5.32144,-4.80555
-5.32332,-4.83608
-5.33043,-4.86718
-5.34208,-4.89854
-5.35755,-4.92973
-5.37623,-4.96014
-5.39759,-4.98906
-5.42123,-5.01566
-5.44681,-5.03907
-5.47407,-5.05834
-5.50274,-5.07251
-5.53254,-5.0806
-5.56316,-5.08165
-5.5943,-5.07475
-5.62564,-5.05907
-5.6569,-5.03387
-5.68779,-4.99858
-5.71804,-4.95279
-5.7474,-4.89634
-5.77561,-4.82927
-5.80249,-4.75185
-5.8279,-4.6646
-5.8518,-4.56822
-5.87428,-4.46367
-5.89555,-4.35209
-5.91597,-4.23485
-5.93596,-4.11346
-5.95604,-3.98953
-5.97677,-3.86468
-5.99873,-3.74043
-6.02246,-3.61814
-6.04846,-3.499
-6.07708,-3.38403
-6.10853,-3.27409
-6.14276,-3.17001
-6.17956,-3.07254
-6.21857,-2.98244
-6.25938,-2.90053
-6.30161,-2.8277
-6.34501,-2.7649
-6.38949,-2.71319
-6.43518,-2.67361
-6.48235,-2.64713
-6.53139,-2.63455
-6.58273,-2.63635
-6.63672,-2.65263
-6.69354,-2.68299
-6.75306,-2.7265
-6.81481,-2.7817
-6.87789,-2.84678
-6.9411,-2.91969
-7.00294,-2.99831
-7.0618,-3.08061
-7.1161,-3.16477
-7.1644,-3.24921
-7.20556,-3.33265
-7.23877,-3.41415
-7.26359,-3.49309
-7.27989,-3.56916
-7.28775,-3.6423
-7.28736,-3.71258
-7.2789,-3.78011
-7.26244,-3.8449
-7.23792,-3.90679
-7.20517,-3.96544
-7.16392,-4.02021
-7.11394,-4.07028
-7.0551,-4.11462
-6.98751,-4.15217
-6.91163,-4.18194
-6.82835,-4.20313
-6.73908,-4.21522
-6.64573,-4.21799
-6.55072,-4.21153
-6.45676,-4.19625
-6.36674,-4.17278
-6.28344,-4.14197
-6.20932,-4.10476
-6.14629,-4.06222
-6.09561,-4.01542
-6.05784,-3.96544
-6.03282,-3.91331
-6.01975,-3.85998
-6.01728,-3.80628
-6.0237,-3.7529
-6.03701,-3.70038
-6.05508,-3.64911
-6.0758,-3.59935
-6.09711,-3.55128
-6.11712,-3.50505
-6.13414,-3.46083
-6.14668,-3.41882
-6.15348,-3.37931
-6.15348,-3.34261
-6.14578,-3.3091
-6.12971,-3.27917
-6.10482,-3.2532
-6.07095,-3.23153
-6.02818,-3.21444
-5.97692,-3.2021
-5.91781,-3.19455
-5.85181,-3.19168
-5.78006,-3.19327
-5.70389,-3.19896
-5.62466,-3.20826
-5.5437,-3.22057
-5.46225,-3.23519
-5.38136,-3.25136
-5.30186,-3.26824
-5.22426,-3.28504
-5.14877,-3.30101
-5.0752,-3.3156
-5.00303,-3.32843
-4.93144,-3.3394
-4.85941,-3.34866
-4.78584,-3.35662
-4.70968,-3.36393
-4.63006,-3.37145
-4.54639,-3.38023
-4.45842,-3.39144
-4.36635,-3.40626
-4.27082,-3.42577
-4.17285,-3.45087
-4.0738,-3.48216
-3.97519,-3.51999
-3.87861,-3.56443
-3.78558,-3.61532
-3.69743,-3.67235
-3.61526,-3.73502
-3.53989,-3.80274
-3.47191,-3.8748
-3.4117,-3.95042
-3.35943,-4.02877
-3.31516,-4.10907
-3.27884,-4.19056
-3.25031,-4.27261
-3.22941,-4.35468
-3.21599,-4.43639
-3.20996,-4.51745
-3.21134,-4.59771
-3.22031,-4.67711
-3.23718,-4.75565
-3.26242,-4.83333
-3.29659,-4.91013
-3.34023,-4.9859
-3.39383,-5.06034
-3.45774,-5.13287
-3.53214,-5.20267
-3.61703,-5.2686
-3.71218,-5.32935
-3.81714,-5.38352
-3.93124,-5.42973
-4.0536,-5.46673
-4.18309,-5.4935
-4.31841,-5.50923
-4.45807,-5.51339
-4.60044,-5.50567
-4.74379,-5.48604
-4.88633,-5.45474
-5.02626,-5.41236
-5.16173,-5.35985
-5.29095,-5.29854
-5.41215,-5.23014
-5.52373,-5.15671
-5.62428,-5.08056
-5.7127,-5.0042
-5.78826,-4.93018
-5.85058,-4.86103
-5.89967,-4.79901
-5.93583,-4.74602
-5.95964,-4.70341
-5.97192,-4.67193
-5.97362,-4.65168
-5.96587,-4.64213
-5.94986,-4.64224
-5.92684,-4.65054
-5.89806,-4.66528
-5.8648,-4.68458
-5.82826,-4.70655
-5.78965,-4.72945
-5.75011,-4.75177
-5.71074,-4.77233
-5.6726,-4.79037
-5.63665,-4.80555
-5.60378,-4.81799
-5.57476,-4.82818
-5.5502,-4.83688
-5.53053,-4.84501
-5.51595,-4.85347
-5.5065,-4.86309
-5.50205,-4.87452
-5.50234,-4.88818
-5.50705,-4.90421
-5.51586,-4.92242
-5.52845,-4.94234
-5.54453,-4.96327
-5.56382,-4.98431
-5.58604,-5.00441
-5.61087,-5.02246
-5.63797,-5.03728
-5.66702,-5.04773
-5.69767,-5.05268
-5.72961,-5.05112
-5.76254,-5.04213
-5.7962,-5.02496
-5.83037,-4.99903
-5.86486,-4.96392
-5.89955,-4.91944
-5.93437,-4.86556
-5.96931,-4.8025
-6.00441,-4.73069
-6.03977,-4.65078
-6.0755,-4.56367
-6.11176,-4.47044
-6.14868,-4.3723
-6.18637,-4.27057
-6.22487,-4.16652
-6.26419,-4.06132
-6.30423,-3.95602
-6.3448,-3.85149
-6.38562,-3.7485
-6.42635,-3.64774
-6.46659,-3.54991
-6.50597,-3.45577
-6.54418,-3.36621
-6.58107,-3.2823
-6.61666,-3.20531
-6.65118,-3.13666
-6.685,-3.07786
-6.7187,-3.03046
-6.75295,-2.99592
-6.78849,-2.97545
-6.82609,-2.96993
-6.86645,-2.97972
-6.91005,-3.00459
-6.95711,-3.0437
-7.00748,-3.0956
-7.06058,-3.15836
-7.1154,-3.22971
-7.1706,-3.30724
-7.22456,-3.38852
-7.2756,-3.47122
-7.32206,-3.55323
-7.36249,-3.63274
-7.39572,-3.70831
-7.42095,-3.77896
-7.43774,-3.84421
-7.44592,-3.90398
-7.44551,-3.95856
-7.43661,-4.00841
-7.41931,-4.05404
-7.39364,-4.0959
-7.3596,-4.13427
-7.31719,-4.16919
-7.26649,-4.20049
-7.20772,-4.2278
-7.14138,-4.25063
-7.06833,-4.26854
-6.98981,-4.28115
-6.90755,-4.28825
-6.82369,-4.2898
-6.74078,-4.28594
-6.66154,-4.27696
-6.58875,-4.26325
-6.52497,-4.24531
-6.47235,-4.22366
-6.43248,-4.19881
-6.40629,-4.17127
-6.39401,-4.14152
-6.39518,-4.11002
-6.40872,-4.0772
-6.43301,-4.04348
-6.46607,-4.00924
-6.50563,-3.97487
-6.54932,-3.94072
-6.59475,-3.90714
-6.63964,-3.87445
-6.68184,-3.84299
-6.71939,-3.81309
-6.75057,-3.78507
-6.77388,-3.75918
-6.78804,-3.73564
-6.792,-3.71457
-6.78495,-3.69604
-6.76637,-3.68002
-6.73605,-3.66642
-6.69407,-3.65511
-6.64084,-3.64591
-6.57708,-3.63865
-6.50381,-3.63319
-6.42233,-3.62939
-6.33418,-3.62711
-6.24106,-3.62624
-6.14471,-3.62665
-6.04689,-3.62821
-5.94929,-3.63075
-5.8534,-3.63412
-5.76045,-3.63813
-5.67128,-3.64265
-5.58629,-3.64756
-5.5054,-3.65287
-5.42811,-3.65865
-5.35349,-3.66506
-5.28033,-3.67235
-5.2072,-3.68086
-5.13261,-3.69098
-5.05511,-3.70313
-4.97345,-3.71775
-4.88673,-3.73528
-4.79445,-3.75609
-4.69663,-3.7805
-4.59373,-3.8087
-4.48663,-3.84082
-4.37658,-3.87689
-4.26503,-3.91689
-4.15357,-3.96069
-4.04385,-4.00806
-3.93743,-4.05864
-3.83574,-4.11197
-3.74006,-4.16754
-3.65148,-4.22481
-3.57088,-4.28334
-3.49899,-4.34277
-3.43638,-4.40294
-3.38352,-4.4638
-3.3408,-4.52547
-3.30854,-4.58815
-3.28706,-4.6521
-3.27667,-4.71754
-3.2777,-4.78462
-3.29052,-4.85328
-3.31547,-4.9232
-3.35282,-4.99366
-3.40279,-5.0635
-3.46548,-5.13107
-3.54086,-5.19434
-3.62877,-5.25098
-3.72883,-5.29858
-3.84044,-5.33483
-3.96278,-5.35767
-4.09472,-5.36548
-4.23489,-5.35717
-4.38163,-5.33221
-4.53305,-5.29076
-4.68707,-5.23361
-4.84144,-5.16227
-4.99378,-5.07896
-5.14171,-4.98651
-5.2828,-4.88835
-5.41475,-4.78831
-5.53542,-4.69045
-5.64293,-4.59879
-5.73579,-4.517
-5.81295,-4.44819
-5.8738,-4.39466
-5.9182,-4.35783
-5.94643,-4.33815
-5.95917,-4.33519
-5.95741,-4.34769
-5.94245,-4.37368
-5.91585,-4.41069
-5.87934,-4.4559
-5.83479,-4.5063
-5.78415,-4.55886
-5.72936,-4.61063
-5.67233,-4.65888
-5.61488,-4.70115
-5.55874,-4.73538
-5.50544,-4.75996
-5.45635,-4.77378
-5.4126,-4.77625
-5.37506,-4.76726
-5.34437,-4.74715
-5.32088,-4.71665
-5.3047,-4.67672
-5.2957,-4.62855
-5.29358,-4.57342
-5.29789,-4.51267
-5.30808,-4.44766
-5.32361,-4.37967
-5.34391,-4.30995
-5.36847,-4.23973
-5.39675,-4.17029
-5.42821,-4.10294
-5.46233,-4.03903
-5.49858,-3.97986
-5.53644,-3.92664
-5.57545,-3.88033
-5.61515,-3.84155
-5.65513,-3.81054
-5.69505,-3.78713
-5.73459,-3.77075
-5.7735,-3.76049
-5.81155,-3.75514
-5.84858,-3.75327
-5.88447,-3.75327
-5.91913,-3.75347
-5.95251,-3.75222
-5.98463,-3.74799
-6.01552,-3.73945
-6.04528,-3.72561
-6.07402,-3.70575
-6.10185,-3.67949
-6.12886,-3.64666
-6.15508,-3.60734
-6.18045,-3.56176
-6.20484,-3.51032
-6.22802,-3.45353
-6.24972,-3.39203
-6.26957,-3.32655
-6.28725,-3.25796
-6.30244,-3.18727
-6.31503,-3.11572
-6.32507,-3.04476
-6.33289,-2.97609
-6.33908,-2.9116
-6.34452,-2.85333
-6.35037,-2.80338
-6.358,-2.76373
-6.36891,-2.73617
-6.38465,-2.72213
-6.40666,-2.72256
-6.43611,-2.73783
-6.4738,-2.76772
-6.51998,-2.81143
-6.57429,-2.86763
-6.63577,-2.93459
-6.7029,-3.01038
-6.77367,-3.09301
-6.84584,-3.18054
-6.91703,-3.27123
-6.98497,-3.36355
-7.04766,-3.45626
-7.10348,-3.54842
-7.15122,-3.63942
-7.19006,-3.72888
-7.21948,-3.81664
-7.23915,-3.90257
-7.24884,-3.9865
-7.24835,-4.06811
-7.23753,-4.14684
-7.21634,-4.22191
-7.18486,-4.2923
-7.14344,-4.35688
-7.09279,-4.41447
-7.03404,-4.46401
-6.9688,-4.50458
-6.89913,-4.5355
-6.82751,-4.55633
-6.75666,-4.56689
-6.68938,-4.56724
-6.62829,-4.55766
-6.5756,-4.53863
-6.53295,-4.51077
-6.5012,-4.47486
-6.48049,-4.43177
-6.4702,-4.38247
-6.46907,-4.32802
-6.47539,-4.26952
-6.48714,-4.20809
-6.50215,-4.14486
-6.51826,-4.08087
-6.53342,-4.01714
-6.54572,-3.95459
-6.55351,-3.89409
-6.55538,-3.83639
-6.55016,-3.78217
-6.53696,-3.73195
-6.5151,-3.68612
-6.48418,-3.64491
-6.44405,-3.60842
-6.39487,-3.57663
-6.33713,-3.54938
-6.27163,-3.52643
-6.19948,-3.50742
-6.12203,-3.49196
-6.04088,-3.4796
-5.95775,-3.46987
-5.87437,-3.46237
-5.79241,-3.45674
-5.7133,-3.45268
-5.63819,-3.44996
-5.56787,-3.4484
-5.50271,-3.44785
-5.44264,-3.44822
-5.3871,-3.44947
-5.33506,-3.45161
-5.28508,-3.45471
-5.23541,-3.45895
-5.18408,-3.46461
-5.12911,-3.47209
-5.06865,-3.48184
-5.0011,-3.49438
-4.92523,-3.51023
-4.84028,-3.52983
-4.74605,-3.55348
-4.64294,-3.58133
-4.53189,-3.6133
-4.41436,-3.64918
-4.2922,-3.68863
-4.1675,-3.7313
-4.04247,-3.77677
-3.91931,-3.82464
-3.80013,-3.87448
-3.68681,-3.9258
-3.581,-3.97808
-3.48404,-4.03078
-3.39701,-4.08331
-3.32072,-4.13514
-3.25569,-4.18581
-3.20222,-4.23501
-3.16041,-4.28261
-3.13019,-4.32871
-3.11144,-4.37365
-3.10397,-4.41802
-3.10767,-4.46258
-3.12249,-4.50827
-3.14848,-4.55606
-3.18575,-4.60686
-3.23441,-4.66136
-3.29453,-4.7199
-3.36615,-4.78231
-3.44922,-4.84788
-3.54354,-4.91538
-3.64879,-4.98322
-3.76441,-5.04959
-3.88959,-5.11258
-4.02328,-5.17033
-4.16418,-5.22113
-4.31077,-5.26342
-4.46132,-5.2959
-4.61395,-5.31749
-4.76663,-5.32741
-4.91728,-5.32522
-5.06374,-5.31084
-5.20389,-5.2846
-5.33566,-5.24721
-5.45713,-5.1998
-5.5666,-5.14386
-5.66269,-5.08121
-5.7444,-5.01399
-5.8111,-4.94456
-5.86258,-4.87543
-5.89896,-4.80923
-5.92071,-4.74848
-5.9286,-4.69551
