Right foot rotation,Left foot rotation
-5.90475,-4.60254
-5.93279,-4.53624
-5.95692,-4.45943
-5.97754,-4.37269
-5.99524,-4.27694
-6.01072,-4.17342
-6.02483,-4.06368
-6.03846,-3.9496
-6.05254,-3.83323
-6.06799,-3.71673
-6.08568,-3.60227
-6.10644,-3.49187
-6.13099,-3.38736
-6.15992,-3.29029
-6.19364,-3.20191
-6.2324,-3.12313
-6.27626,-3.05453
-6.32509,-2.99642
-6.3787,-2.94882
-6.43678,-2.91153
-6.49904,-2.88416
-6.56515,-2.86614
-6.63474,-2.85675
-6.70736,-2.85516
-6.78244,-2.86047
-6.85927,-2.87175
-6.93699,-2.88811
-7.01454,-2.90873
-7.09074,-2.93291
-7.16425,-2.96016
-7.23364,-2.99022
-7.29745,-3.02306
-7.35428,-3.05889
-7.40285,-3.09808
-7.44212,-3.14109
-7.47137,-3.1884
-7.49026,-3.24041
-7.49884,-3.29738
-7.49752,-3.35935
-7.48696,-3.42612
-7.46792,-3.49719
-7.44115,-3.57178
-7.40728,-3.64884
-7.36678,-3.72701
-7.31996,-3.80473
-7.267,-3.88027
-7.20808,-3.95181
-7.14343,-4.0176
-7.07343,-4.07608
-6.99873,-4.12597
-6.92029,-4.16635
-6.8394,-4.19668
-6.75766,-4.21675
-6.67695,-4.22669
-6.59923,-4.22685
-6.52648,-4.21783
-6.46046,-4.20035
-6.40254,-4.17523
-6.35365,-4.14332
-6.31417,-4.10552
-6.28393,-4.06269
-6.2623,-4.01563
-6.24818,-3.96512
-6.24019,-3.91184
-6.23675,-3.85645
-6.23622,-3.79958
-6.23699,-3.74185
-6.23759,-3.68395
-6.23669,-3.62661
-6.23318,-3.57067
-6.2261,-3.51703
-6.21466,-3.4666
-6.19817,-3.42033
-6.17608,-3.37907
-6.14797,-3.34363
-6.11353,-3.31464
-6.07262,-3.29261
-6.02521,-3.27784
-5.97151,-3.27047
-5.91188,-3.27037
-5.84688,-3.27723
-5.77722,-3.29054
-5.70373,-3.30956
-5.62735,-3.33344
-5.54908,-3.36118
-5.46993,-3.39171
-5.39089,-3.42392
-5.31282,-3.45674
-5.23639,-3.48919
-5.16202,-3.52041
-5.08985,-3.54979
-5.01971,-3.57692
-4.95117,-3.60163
-4.88363,-3.62397
-4.81636,-3.6442
-4.74859,-3.66272
-4.67959,-3.68004
-4.60875,-3.69677
-4.53557,-3.71358
-4.45977,-3.7312
-4.38128,-3.75038
-4.30024,-3.77181
-4.21703,-3.79607
-4.13225,-3.82359
-4.04668,-3.8546
-3.96128,-3.88918
-3.87714,-3.92719
-3.79544,-3.96835
-3.71738,-4.01232
-3.64419,-4.05868
-3.57707,-4.10707
-3.51716,-4.1572
-3.46551,-4.20889
-3.42304,-4.2621
-3.39057,-4.31695
-3.36885,-4.37372
-3.35852,-4.43281
-3.36016,-4.49469
-3.37426,-4.55982
-3.40118,-4.62849
-3.44112,-4.70075
-3.49413,-4.77623
-3.56005,-4.85413
-3.63853,-4.93327
-3.72903,-5.01216
-3.83078,-5.08921
-3.9428,-5.16281
-4.0639,-5.2315
-4.19266,-5.29401
-4.3275,-5.34926
-4.46666,-5.39631
-4.60822,-5.43442
-4.75013,-5.46295
-4.89025,-5.4814
-5.0264,-5.48941
-5.15643,-5.4868
-5.27828,-5.47354
-5.39006,-5.44979
-5.49016,-5.41591
-5.57736,-5.37245
-5.65082,-5.32018
-5.71018,-5.26006
-5.75548,-5.19328
-5.78714,-5.12126
-5.80589,-5.04564
-5.81271,-4.96821
-5.80876,-4.89093
-5.79537,-4.81574
-5.77392,-4.74449
-5.7458,-4.67877
-5.71246,-4.61982
-5.67529,-4.56845
-5.63572,-4.52505
-5.59514,-4.48966
-5.55491,-4.46207
-5.51633,-4.4419
-5.48061,-4.42876
-5.44881,-4.42227
-5.42181,-4.42213
-5.40026,-4.42812
-5.38457,-4.44006
-5.37493,-4.45775
-5.37134,-4.48092
-5.37361,-4.50918
-5.38149,-4.54202
-5.39461,-4.57881
-5.41264,-4.61878
-5.4352,-4.66104
-5.46195,-4.70459
-5.49251,-4.74838
-5.52644,-4.79128
-5.56325,-4.83209
-5.60239,-4.8696
-5.6433,-4.90252
-5.68537,-4.92954
-5.72803,-4.94932
-5.77071,-4.96054
-5.81287,-4.96193
-5.85402,-4.95237
-5.89372,-4.93091
-5.93159,-4.89688
-5.9673,-4.8499
-6.00065,-4.78989
-6.03155,-4.71714
-6.06004,-4.6323
-6.08632,-4.53636
-6.11075,-4.43067
-6.13379,-4.31693
-6.15604,-4.19711
-6.17819,-4.07341
-6.201,-3.94815
-6.22526,-3.82364
-6.25179,-3.70212
-6.28137,-3.58563
-6.31473,-3.47601
-6.35242,-3.37482
-6.39483,-3.28334
-6.44215,-3.20255
-6.49433,-3.13317
-6.55117,-3.07567
-6.61232,-3.03024
-6.67731,-2.99683
-6.74562,-2.97518
-6.81663,-2.96475
-6.88964,-2.96486
-6.96382,-2.97466
-7.03823,-2.99321
-7.1118,-3.01951
-7.18332,-3.05255
-7.25152,-3.09137
-7.31508,-3.13513
-7.3727,-3.18313
-7.42319,-3.23482
-7.46549,-3.28982
-7.4988,-3.34788
-7.52266,-3.40881
-7.53698,-3.47243
-7.54204,-3.53852
-7.53849,-3.60677
-7.52714,-3.67673
-7.50888,-3.7478
-7.48451,-3.81922
-7.45464,-3.89004
-7.41967,-3.95916
-7.37977,-4.0253
-7.33491,-4.08709
-7.28501,-4.14311
-7.22993,-4.192
-7.16967,-4.23256
-7.1044,-4.26383
-7.03455,-4.28518
-6.96087,-4.29625
-6.88441,-4.29705
-6.80658,-4.28788
-6.72907,-4.26931
-6.65379,-4.24213
-6.58276,-4.20731
-6.51796,-4.16592
-6.46112,-4.11905
-6.4136,-4.06778
-6.37623,-4.01314
-6.34929,-3.95603
-6.33249,-3.89728
-6.32497,-3.83762
-6.3254,-3.77768
-6.33206,-3.71796
-6.34296,-3.65891
-6.35601,-3.60091
-6.36907,-3.54431
-6.38007,-3.48949
-6.3871,-3.43687
-6.38839,-3.38687
-6.38236,-3.33997
-6.36773,-3.29666
-6.34351,-3.25738
-6.30912,-3.22258
-6.26439,-3.19259
-6.20956,-3.16766
-6.14529,-3.14792
-6.07257,-3.13337
-5.9927,-3.12389
-5.90713,-3.11924
-5.81739,-3.11906
-5.72492,-3.12293
-5.63107,-3.13036
-5.53698,-3.14084
-5.44357,-3.15383
-5.35151,-3.16886
-5.26121,-3.18549
-5.17285,-3.20343
-5.08636,-3.22246
-5.0015,-3.24252
-4.91788,-3.26364
-4.83502,-3.28599
-4.75242,-3.30983
-4.66952,-3.33552
-4.58584,-3.36348
-4.50094,-3.39413
-4.41452,-3.42789
-4.32647,-3.46511
-4.23682,-3.50595
-4.14584,-3.55041
-4.05401,-3.59821
-3.96199,-3.64888
-3.87068,-3.70176
-3.78118,-3.75611
-3.69472,-3.81118
-3.61262,-3.86634
-3.53624,-3.92109
-3.46686,-3.97517
-3.40566,-4.02856
-3.35365,-4.08153
-3.31163,-4.13462
-3.28018,-4.18862
-3.25967,-4.24447
-3.2503,-4.30325
-3.25217,-4.366
-3.26532,-4.43364
-3.28975,-4.50678
-3.32545,-4.58562
-3.37233,-4.66979
-3.43029,-4.75836
-3.4991,-4.8499
-3.57848,-4.94258
-3.66804,-5.03436
-3.76729,-5.12317
-3.87558,-5.20702
-3.99215,-5.28419
-4.11605,-5.35326
-4.24617,-5.41309
-4.38118,-5.46281
-4.51957,-5.50174
-4.65963,-5.52938
-4.79946,-5.54535
-4.93708,-5.54943
-5.07039,-5.54151
-5.19731,-5.52166
-5.31582,-5.49009
-5.42406,-5.4472
-5.52044,-5.39356
-5.60371,-5.32991
-5.67306,-5.25722
-5.7281,-5.1767
-5.76886,-5.08981
-5.79572,-4.9983
-5.80942,-4.90421
-5.81097,-4.80976
-5.80155,-4.7173
-5.78251,-4.62913
-5.75528,-4.54737
-5.72132,-4.47378
-5.68206,-4.40974
-5.63893,-4.35616
-5.59329,-4.31348
-5.54647,-4.28175
-5.49974,-4.26066
-5.45432,-4.24964
-5.41132,-4.24797
-5.37174,-4.25483
-5.33647,-4.26945
-5.30625,-4.29109
-5.28163,-4.31911
-5.26305,-4.35291
-5.25077,-4.39188
-5.24496,-4.43536
-5.24571,-4.48262
-5.25306,-4.53281
-5.26703,-4.585
-5.28761,-4.63812
-5.31472,-4.69105
-5.34814,-4.7426
-5.38743,-4.7916
-5.43192,-4.83691
-5.4807,-4.87742
-5.53272,-4.91205
-5.58684,-4.9398
-5.64195,-4.95971
-5.697,-4.97083
-5.75108,-4.97222
-5.80344,-4.96298
-5.85351,-4.94221
-5.90089,-4.90912
-5.94536,-4.86306
-5.98679,-4.80356
-6.02519,-4.73043
-6.06063,-4.6438
-6.09326,-4.54425
-6.12327,-4.43277
-6.1509,-4.31085
-6.17641,-4.18038
-6.20007,-4.04362
-6.22218,-3.90305
-6.2431,-3.76126
-6.26321,-3.6208
-6.28293,-3.48408
-6.30273,-3.35334
-6.32309,-3.23053
-6.34447,-3.11729
-6.36733,-3.0149
-6.39209,-2.9243
-6.41921,-2.84608
-6.44915,-2.78052
-6.48246,-2.72762
-6.51963,-2.68709
-6.56117,-2.6584
-6.60745,-2.64087
-6.65867,-2.63363
-6.71482,-2.63576
-6.77559,-2.64628
-6.84033,-2.66421
-6.90801,-2.68867
-6.97726,-2.71886
-7.04642,-2.75415
-7.11366,-2.79412
-7.17713,-2.83849
-7.23511,-2.88715
-7.2862,-2.94011
-7.32934,-2.99743
-7.36392,-3.05916
-7.38975,-3.12531
-7.40694,-3.19575
-7.41579,-3.27018
-7.41659,-3.3481
-7.40959,-3.42875
-7.39484,-3.51112
-7.37224,-3.59396
-7.34154,-3.6758
-7.30236,-3.75499
-7.25434,-3.82982
-7.19724,-3.89859
-7.131,-3.95975
-7.05596,-4.01203
-6.97282,-4.05445
-6.88279,-4.08645
-6.78759,-4.10779
-6.68935,-4.11863
-6.59067,-4.11942
-6.49439,-4.11091
-6.40355,-4.09403
-6.32115,-4.06988
-6.24997,-4.03963
-6.19241,-4.00445
-6.15033,-3.96549
-6.12495,-3.92384
-6.11684,-3.88044
-6.12584,-3.83615
-6.15109,-3.79166
-6.19107,-3.74751
-6.24367,-3.70411
-6.30626,-3.66175
-6.37583,-3.62064
-6.44912,-3.58098
-6.52274,-3.54296
-6.59332,-3.5068
-6.65761,-3.47274
-6.71259,-3.44107
-6.75558,-3.41211
-6.78432,-3.38617
-6.79701,-3.36355
-6.79243,-3.34447
-6.76986,-3.32911
-6.72922,-3.31756
-6.67095,-3.30985
-6.59603,-3.30594
-6.50588,-3.30574
-6.40228,-3.30907
-6.28733,-3.31568
-6.16336,-3.32521
-6.03279,-3.33725
-5.89802,-3.35132
-5.7613,-3.36698
-5.62462,-3.38381
-5.4896,-3.4015
-5.35738,-3.41986
-5.22869,-3.43881
-5.10379,-3.45844
-4.98261,-3.47891
-4.86483,-3.50048
-4.74996,-3.52345
-4.63748,-3.54815
-4.52692,-3.57486
-4.41792,-3.60385
-4.31033,-3.63538
-4.2042,-3.66959
-4.09981,-3.70657
-3.99761,-3.74627
-3.89823,-3.78851
-3.80238,-3.83299
-3.71082,-3.87935
-3.62431,-3.9272
-3.54357,-3.97617
-3.46921,-4.02595
-3.40175,-4.07629
-3.3416,-4.12705
-3.2891,-4.17821
-3.24452,-4.22985
-3.20811,-4.28218
-3.1801,-4.33561
-3.16081,-4.39063
-3.15063,-4.44787
-3.15002,-4.508
-3.15951,-4.57161
-3.17962,-4.63911
-3.21081,-4.7106
-3.25345,-4.78577
-3.3078,-4.86387
-3.37395,-4.94374
-3.45185,-5.02397
-3.54124,-5.10296
-3.64168,-5.17914
-3.75248,-5.25097
-3.8727,-5.3171
-4.00119,-5.37631
-4.13654,-5.42758
-4.27711,-5.47002
-4.42109,-5.50287
-4.56651,-5.5255
-4.71128,-5.53741
-4.8532,-5.53821
-4.99011,-5.52764
-5.11983,-5.5056
-5.24034,-5.47214
-5.34981,-5.42751
-5.44674,-5.37212
-5.52997,-5.30661
-5.59878,-5.23183
-5.65283,-5.1489
-5.69217,-5.05926
-5.71722,-4.96463
-5.72871,-4.86705
-5.72767,-4.7688
-5.71538,-4.67233
-5.69333,-4.5801
-5.66317,-4.49441
-5.62664,-4.41726
-5.58557,-4.35025
-5.5418,-4.29447
-5.4971,-4.2505
-5.4532,-4.21845
-5.41165,-4.198
-5.37384,-4.18848
-5.34089,-4.189
-5.3137,-4.19857
-5.29286,-4.21614
-5.27873,-4.24073
-5.27142,-4.27142
-5.27083,-4.30737
-5.27668,-4.34777
-5.28857,-4.39185
-5.30604,-4.43889
-5.3286,-4.48815
-5.35577,-4.53888
-5.38712,-4.59029
-5.42223,-4.64155
-5.46064,-4.69182
-5.50181,-4.74022
-5.54512,-4.78585
-5.58986,-4.82778
-5.63525,-4.86502
-5.68051,-4.89655
-5.72487,-4.9213
-5.76765,-4.9382
-5.80822,-4.94618
-5.8461,-4.94422
-5.88094,-4.93137
-5.91253,-4.90677
-5.94082,-4.86972
-5.96592,-4.8197
-5.98808,-4.75644
-6.00769,-4.68
-6.02528,-4.59081
-6.04146,-4.48972
-6.05689,-4.37798
-6.07232,-4.25724
-6.08847,-4.12951
-6.10609,-3.99699
-6.12594,-3.86204
-6.14872,-3.727
-6.17511,-3.59415
-6.2057,-3.46559
-6.24096,-3.34327
-6.28118,-3.22891
-6.32641,-3.12397
-6.37643,-3.02963
-6.43079,-2.94675
-6.48888,-2.87586
-6.54992,-2.81716
-6.61314,-2.77054
-6.6777,-2.73558
-6.74278,-2.71165
-6.80755,-2.69786
-6.87111,-2.69323
-6.93253,-2.69666
-6.99083,-2.70704
-7.04503,-2.72335
-7.09422,-2.74466
-7.13756,-2.77023
-7.1744,-2.79952
-7.20432,-2.83221
-7.22717,-2.86815
-7.24316,-2.90729
-7.25285,-2.94966
-7.25714,-2.99529
-7.25722,-3.04413
-7.2544,-3.0961
-7.25,-3.15097
-7.24516,-3.20842
-7.24069,-3.26797
-7.23697,-3.32901
-7.23391,-3.3907
-7.23094,-3.45207
-7.22704,-3.51191
-7.22082,-3.5689
-7.21062,-3.62162
-7.1946,-3.6687
-7.17091,-3.70889
-7.13778,-3.74119
-7.09363,-3.76489
-7.03717,-3.77962
-6.96745,-3.78532
-6.88394,-3.78221
-6.78654,-3.77078
-6.67565,-3.75174
-6.55218,-3.72596
-6.41756,-3.6944
-6.27375,-3.6581
-6.12321,-3.61807
-5.96883,-3.57529
-5.8138,-3.53067
-5.66151,-3.48503
-5.51532,-3.43907
-5.37838,-3.39337
-5.25356,-3.34838
-5.14323,-3.30447
-5.04928,-3.26193
-4.97301,-3.22104
-4.91509,-3.18209
-4.87557,-3.1454
-4.85388,-3.11134
-4.84875,-3.08028
-4.85834,-3.05261
-4.88025,-3.02867
-4.91169,-3.00875
-4.94964,-2.99302
-4.99101,-2.98156
-5.03278,-2.97431
-5.07214,-2.97112
-5.10654,-2.97173
-5.13382,-2.97582
-5.15223,-2.98302
-5.16041,-2.99293
-5.15747,-3.00515
-5.14296,-3.01926
-5.11685,-3.03492
-5.0795,-3.05179
-5.03156,-3.06964
-4.97389,-3.08832
-4.90747,-3.10776
-4.83335,-3.12801
-4.75259,-3.14922
-4.66629,-3.17156
-4.57557,-3.19524
-4.48157,-3.22048
-4.38547,-3.24745
-4.2884,-3.2763
-4.19149,-3.30712
-4.09578,-3.33995
-4.0022,-3.37476
-3.91152,-3.41144
-3.82435,-3.44984
-3.74112,-3.48973
-3.66216,-3.53085
-3.58771,-3.57289
-3.51803,-3.61547
-3.45335,-3.6582
-3.39396,-3.70075
-3.34012,-3.74286
-3.29209,-3.78446
-3.25008,-3.82565
-3.21425,-3.86678
-3.18475,-3.90844
-3.16171,-3.95146
-3.14529,-3.99686
-3.13564,-4.04585
-3.13301,-4.09971
-3.13772,-4.15971
-3.15018,-4.22699
-3.17095,-4.30232
-3.20064,-4.38601
-3.23992,-4.47776
-3.28943,-4.57658
-3.34973,-4.68085
-3.42121,-4.78846
-3.50409,-4.89693
-3.59834,-5.00364
-3.70364,-5.10606
-3.81939,-5.20187
-3.94467,-5.28908
-4.07825,-5.3661
-4.21861,-5.43173
-4.3639,-5.48509
-4.51202,-5.52555
-4.66067,-5.55276
-4.80741,-5.56655
-4.94973,-5.56694
-5.08517,-5.55412
-5.21142,-5.52849
-5.32641,-5.49061
-5.42838,-5.44125
-5.51601,-5.38133
-5.5884,-5.31196
-5.6451,-5.23442
-5.68609,-5.15013
-5.71176,-5.06072
-5.72284,-4.968
-5.72039,-4.87399
-5.70571,-4.7809
-5.68028,-4.69104
-5.64577,-4.60676
-5.60392,-4.53024
-5.55656,-4.4634
-5.5055,-4.40774
-5.45255,-4.36423
-5.39947,-4.33331
-5.34793,-4.31488
-5.29947,-4.3084
-5.25545,-4.313
-5.21704,-4.32757
-5.1851,-4.35089
-5.16022,-4.38171
-5.14271,-4.41884
-5.13264,-4.46121
-5.12987,-4.50781
-5.13408,-4.55778
-5.14485,-4.61025
-5.16168,-4.66439
-5.184,-4.71933
-5.21122,-4.77408
-5.24276,-4.82758
-5.27801,-4.87861
-5.31637,-4.92591
-5.35719,-4.96817
-5.39976,-5.00413
-5.44329,-5.03259
-5.48696,-5.05254
-5.52991,-5.06315
-5.57137,-5.06378
-5.6106,-5.05397
-5.64701,-5.03337
-5.68016,-5.00174
-5.70977,-4.95896
-5.73574,-4.90505
-5.75816,-4.84016
-5.77729,-4.76464
-5.79355,-4.67903
-5.80748,-4.58408
-5.81972,-4.48081
-5.83099,-4.37048
-5.84204,-4.25463
-5.85363,-4.13506
-5.86651,-4.01374
-5.88134,-3.89278
-5.89874,-3.77433
-5.91919,-3.66042
-5.94305,-3.55294
-5.9705,-3.45353
-6.00153,-3.36354
-6.03592,-3.28403
-6.07329,-3.21572
-6.11311,-3.15904
-6.15478,-3.11411
-6.19779,-3.08079
-6.24171,-3.05873
-6.28635,-3.04738
-6.33178,-3.04604
-6.37829,-3.05387
-6.4264,-3.06988
-6.47675,-3.09301
-6.53003,-3.12215
-6.58684,-3.15615
-6.64759,-3.19389
-6.7124,-3.23432
-6.78101,-3.27653
-6.85273,-3.31973
-6.92646,-3.36338
-7.00076,-3.40716
-7.07398,-3.45098
-7.14436,-3.49493
-7.21021,-3.53929
-7.27008,-3.58443
-7.32285,-3.63078
-7.36782,-3.67875
-7.40468,-3.72862
-7.4335,-3.78051
-7.45454,-3.83428
-7.4681,-3.88952
-7.47441,-3.94556
-7.47351,-4.00143
-7.4652,-4.05595
-7.44905,-4.10771
-7.42442,-4.15519
-7.39058,-4.19687
-7.34679,-4.23137
-7.29242,-4.25751
-7.22708,-4.27445
-7.15069,-4.28165
-7.06362,-4.27894
-6.96666,-4.26646
-6.86108,-4.24466
-6.74859,-4.21425
-6.63127,-4.17611
-6.51151,-4.1313
-6.39189,-4.08099
-6.27496,-4.02639
-6.16314,-3.96871
-6.05853,-3.90908
-5.96281,-3.84852
-5.87722,-3.78789
-5.80252,-3.7279
-5.739,-3.66909
-5.68651,-3.61186
-5.6445,-3.55651
-5.6121,-3.50328
-5.58814,-3.45237
-5.57126,-3.40397
-5.55991,-3.35831
-5.55247,-3.31563
-5.54722,-3.2762
-5.54245,-3.24035
-5.5365,-3.20843
-5.52786,-3.1808
-5.5152,-3.1578
-5.49739,-3.13973
-5.47359,-3.12683
-5.44322,-3.11926
-5.406,-3.11708
-5.36191,-3.12025
-5.31119,-3.12858
-5.25431,-3.1418
-5.192,-3.15946
-5.12519,-3.18104
-5.05501,-3.20589
-4.98263,-3.23331
-4.9092,-3.26256
-4.83572,-3.29293
-4.76294,-3.32381
-4.69126,-3.35466
-4.62072,-3.38515
-4.551,-3.41506
-4.48148,-3.44439
-4.41135,-3.47324
-4.33973,-3.50183
-4.26584,-3.53047
-4.18908,-3.55949
-4.10918,-3.58926
-4.02619,-3.62013
-3.94049,-3.65245
-3.85273,-3.68646
-3.76382,-3.72235
-3.67482,-3.76019
-3.58693,-3.79996
-3.50146,-3.84157
-3.41971,-3.88485
-3.34295,-3.92957
-3.27229,-3.97549
-3.20869,-4.02239
-3.15287,-4.07014
-3.10532,-4.11871
-3.06635,-4.16823
-3.03608,-4.21899
-3.01454,-4.27142
-3.00174,-4.32608
-2.9977,-4.38364
-3.00253,-4.44479
-3.0165,-4.51019
-3.03998,-4.58032
-3.07343,-4.65537
-3.11729,-4.73515
-3.17199,-4.81892
-3.23781,-4.90541
-3.3149,-4.99284
-3.4032,-5.07901
-3.50248,-5.16155
-3.61228,-5.23801
-3.73188,-5.3061
-3.86037,-5.36374
-3.99657,-5.40919
-4.13912,-5.44103
-4.28643,-5.45822
-4.43668,-5.46011
-4.58792,-5.44645
-4.73804,-5.41744
-4.88483,-5.37377
-5.02609,-5.31661
-5.15966,-5.2476
-5.28349,-5.16885
-5.39579,-5.08289
-5.4951,-4.99256
-5.58034,-4.9009
-5.65091,-4.8111
-5.70664,-4.72627
-5.74779,-4.64929
-5.77499,-4.58266
-5.78917,-4.52828
-5.7915,-4.48739
-5.78329,-4.46051
-5.76595,-4.44745
-5.74091,-4.44738
-5.70958,-4.45889
-5.67336,-4.48019
-5.63359,-4.50921
-5.59158,-4.54381
-5.54859,-4.58187
-5.50587,-4.62148
-5.46457,-4.66104
-5.4258,-4.69933
-5.39056,-4.73555
-5.35971,-4.76926
-5.33398,-4.80034
-5.31394,-4.82888
-5.29997,-4.85507
-5.29224,-4.87914
-5.29076,-4.90131
-5.29537,-4.92174
-5.30579,-4.94048
-5.32165,-4.95743
-5.34249,-4.97237
-5.36779,-4.98495
-5.39699,-4.99473
-5.42948,-5.00113
-5.46461,-5.00349
-5.50177,-5.00104
-5.54038,-4.99291
-5.57989,-4.97818
-5.6198,-4.9559
-5.65969,-4.9252
-5.69914,-4.8853
-5.73785,-4.83559
-5.77557,-4.77569
-5.81212,-4.70545
-5.84744,-4.62494
-5.88152,-4.53451
-5.91444,-4.43475
-5.94639,-4.32651
-5.97757,-4.21091
-6.00825,-4.08931
-6.03869,-3.96326
-6.06915,-3.83441
-6.09988,-3.70446
-6.13109,-3.57504
-6.16297,-3.44764
-6.19567,-3.32364
-6.22923,-3.20426
-6.2636,-3.09061
-6.29861,-2.98371
-6.33403,-2.8845
-6.36959,-2.79391
-6.40509,-2.71287
-6.44045,-2.64236
-6.47576,-2.58334
-6.51129,-2.53683
-6.5475,-2.50375
-6.58503,-2.48496
-6.62458,-2.48105
-6.66687,-2.49228
-6.71256,-2.51849
-6.76213,-2.55902
-6.81578,-2.61273
-6.87339,-2.67806
-6.93444,-2.75318
-6.998,-2.83611
-7.0628,-2.92488
-7.12728,-3.01764
-7.18977,-3.11272
-7.2486,-3.20871
-7.30228,-3.30443
-7.3496,-3.39897
-7.38977,-3.49169
-7.42241,-3.58217
-7.44752,-3.67015
-7.46537,-3.75547
-7.47639,-3.83794
-7.48106,-3.91731
-7.47983,-3.99318
-7.47315,-4.06494
-7.46141,-4.13182
-7.44506,-4.19286
-7.42459,-4.24701
-7.4006,-4.29324
-7.37389,-4.3306
-7.34544,-4.3584
-7.31644,-4.3762
-7.28823,-4.38389
-7.26227,-4.38164
-7.23993,-4.36995
-7.22243,-4.34951
-7.21059,-4.32125
-7.2048,-4.28622
-7.20488,-4.24556
-7.21013,-4.2004
-7.2194,-4.15184
-7.23111,-4.10088
-7.24346,-4.04839
-7.25457,-3.9951
-7.26256,-3.9416
-7.26574,-3.88836
-7.26267,-3.83575
-7.25223,-3.78407
-7.23364,-3.73358
-7.20643,-3.68455
-7.17049,-3.63729
-7.12595,-3.59213
-7.07316,-3.54942
-7.01268,-3.5095
-6.94519,-3.47268
-6.87152,-3.43929
-6.79259,-3.40963
-6.70941,-3.38403
-6.62307,-3.3628
-6.53467,-3.34624
-6.44536,-3.3346
-6.35622,-3.32804
-6.26829,-3.32665
-6.1824,-3.33041
-6.09921,-3.33913
-6.01911,-3.35249
-5.94223,-3.36997
-5.86846,-3.3909
-5.79738,-3.41451
-5.72835,-3.43995
-5.6605,-3.46639
-5.59271,-3.49311
-5.52372,-3.51946
-5.45215,-3.54498
-5.37661,-3.56934
-5.29582,-3.59235
-5.20873,-3.61398
-5.11459,-3.63432
-5.0131,-3.65362
-4.90445,-3.67222
-4.78937,-3.69062
-4.66909,-3.70942
-4.54529,-3.7293
-4.41987,-3.75095
-4.29488,-3.77507
-4.17228,-3.80225
-4.05388,-3.83297
-3.94123,-3.86752
-3.8356,-3.90598
-3.73799,-3.94827
-3.64915,-3.99411
-3.56962,-4.04318
-3.49982,-4.09509
-3.44001,-4.14952
-3.39041,-4.20622
-3.35116,-4.26506
-3.32239,-4.32606
-3.30421,-4.38938
-3.2968,-4.45529
-3.30037,-4.52415
-3.31519,-4.59632
-3.34151,-4.67207
-3.37955,-4.75146
-3.42947,-4.83419
-3.4913,-4.91953
-3.56492,-5.0063
-3.65005,-5.09288
-3.74618,-5.17739
-3.85256,-5.25781
-3.96821,-5.33214
-4.09192,-5.39854
-4.22231,-5.45539
-4.35782,-5.5014
-4.49681,-5.5356
-4.63752,-5.55734
-4.7782,-5.56629
-4.91705,-5.56242
-5.05229,-5.54599
-5.18216,-5.51753
-5.30494,-5.47788
-5.41896,-5.42811
-5.52269,-5.36955
-5.61478,-5.30374
-5.69413,-5.23242
-5.75997,-5.15748
-5.81189,-5.08096
-5.84981,-5.00498
-5.87402,-4.9317
-5.88512,-4.86319
-5.88402,-4.80135
-5.87184,-4.74774
-5.84993,-4.70344
-5.81974,-4.66902
-5.78282,-4.64446
-5.7407,-4.62927
-5.69492,-4.62248
-5.64695,-4.62285
-5.59825,-4.62894
-5.55021,-4.63928
-5.50412,-4.65248
-5.46119,-4.66734
-5.42252,-4.68289
-5.389,-4.69847
-5.36132,-4.71372
-5.33995,-4.72852
-5.32512,-4.74293
-5.31686,-4.75709
-5.31501,-4.77114
-5.31932,-4.78518
-5.3294,-4.79923
-5.34485,-4.81316
-5.36524,-4.82676
-5.39014,-4.83962
-5.41909,-4.85126
-5.45159,-4.86104
-5.48704,-4.86819
-5.52478,-4.87187
-5.56405,-4.87109
-5.60408,-4.86484
-5.64408,-4.85204
-5.68333,-4.83165
-5.72117,-4.80269
-5.75705,-4.76436
-5.79056,-4.71603
-5.82148,-4.65731
-5.84973,-4.58809
-5.87544,-4.50849
-5.89891,-4.41892
-5.92056,-4.32009
-5.94098,-4.213
-5.96083,-4.09894
-5.98082,-3.9795
-6.00167,-3.85644
-6.02407,-3.73166
-6.04863,-3.60706
-6.07584,-3.48448
-6.10603,-3.36563
-6.13938,-3.25205
-6.17586,-3.14514
-6.21523,-3.04612
-6.25709,-2.95606
-6.30089,-2.87586
-6.34602,-2.80627
-6.39193,-2.74792
-6.43819,-2.70132
-6.48458,-2.66683
-6.53111,-2.6447
-6.57801,-2.635
-6.62568,-2.63757
-6.6746,-2.65199
-6.72526,-2.6775
-6.77803,-2.71297
-6.83308,-2.75692
-6.89029,-2.8076
-6.94917,-2.86313
-7.00888,-2.9217
-7.06824,-2.98165
-7.12586,-3.04164
-7.18026,-3.10067
-7.22998,-3.15813
-7.27378,-3.21379
-7.3107,-3.26773
-7.34013,-3.3203
-7.36177,-3.37192
-7.3756,-3.42306
-7.38173,-3.47406
-7.38032,-3.52512
-7.37147,-3.57615
-7.35524,-3.62683
-7.33157,-3.67651
-7.30038,-3.72427
-7.26161,-3.76898
-7.2153,-3.80938
-7.16171,-3.8442
-7.10136,-3.87229
-7.03511,-3.89276
-6.96418,-3.905
-6.89012,-3.90877
-6.81476,-3.90412
-6.74011,-3.89145
-6.66822,-3.87138
-6.601,-3.84473
-6.5401,-3.81246
-6.48672,-3.77558
-6.44152,-3.73511
-6.4046,-3.69202
-6.37551,-3.64715
